Nation,Year,Pop
Burundi,Year2007,8.78294
Cameroon,Year2007,18.06038
Cape Verde,Year2007,0.48599
Central African Republic,Year2007,4.54373
Chad,Year2007,9.88566
Comoros,Year2007,0.71142
Congo (Brazzaville),Year2007,3.80233
Belize,Year2007,0.29461
Congo (Kinshasa),Year2007,64.3902
Cote dIvoire (IvoryCoast),Year2007,19.74695
Djibouti,Year2007,0.69438
Egypt,Year2007,75.67654
Equatorial Guinea,Year2007,0.59976
Eritrea,Year2007,5.35768
Ethiopia,Year2007,79.9358
Gabon,Year2007,1.45645
"Gambia, The",Year2007,1.68614
Ghana,Year2007,22.9807
Bolivia,Year2007,9.42594
Guinea,Year2007,9.56922
Guinea-Bissau,Year2007,1.47278
Kenya,Year2007,36.91372
Lesotho,Year2007,1.91686
Liberia,Year2007,3.26994
Libya,Year2007,6.0499
Madagascar,Year2007,19.44882
Malawi,Year2007,14.23279
Mali,Year2007,12.76879
Mauritania,Year2007,2.98145
Brazil,Year2007,193.91858
Mauritius,Year2007,1.2639
Morocco,Year2007,30.59445
Mozambique,Year2007,20.90558
Namibia,Year2007,2.06903
Niger,Year2007,14.21471
Nigeria,Year2007,143.3121
Reunion,Year2007,0.76615
Rwanda,Year2007,10.14108
Saint Helena,Year2007,0.00756
Sao Tome and Principe,Year2007,0.16475
Cayman Islands,Year2007,0.04669
Senegal,Year2007,11.3943
Seychelles,Year2007,0.0857
Sierra Leone,Year2007,4.91833
Somalia,Year2007,9.29161
South Africa,Year2007,48.36713
Sudan,Year2007,40.52607
Swaziland,Year2007,1.29991
Tanzania,Year2007,39.38422
Togo,Year2007,6.04238
Tunisia,Year2007,10.28121
Chile,Year2007,16.30385
Uganda,Year2007,30.26261
Western Sahara,Year2007,0.4454
Zambia,Year2007,12.34108
Zimbabwe,Year2007,11.44319
Asia & Oceania,Year2007,3686.3589
Afghanistan,Year2007,26.91153
American Samoa,Year2007,0.06403
Australia,Year2007,20.74963
Bangladesh,Year2007,148.89374
Bhutan,Year2007,0.67335
Colombia,Year2007,42.59732
Brunei,Year2007,0.37458
Burma (Myanmar),Year2007,51.75584
Cambodia,Year2007,13.71869
China,Year2007,1310.58354
Cook Islands,Year2007,0.01269
Fiji,Year2007,0.85211
French Polynesia,Year2007,0.27896
Guam,Year2007,0.17354
Hawaiian Trade Zone,Year2007,--
Hong Kong,Year2007,6.98041
Canada,Year2007,32.93596
Costa Rica,Year2007,4.33113
India,Year2007,1124.1348
Indonesia,Year2007,234.694
Japan,Year2007,127.43349
Kiribati,Year2007,0.09548
"Korea, North",Year2007,22.45422
"Korea, South",Year2007,48.25015
Laos,Year2007,6.03541
Macau,Year2007,0.52553
Malaysia,Year2007,26.89556
Maldives,Year2007,0.36497
Cuba,Year2007,11.39404
Mongolia,Year2007,2.95179
Nauru,Year2007,0.00912
Nepal,Year2007,27.82789
New Caledonia,Year2007,0.24045
New Zealand,Year2007,4.13018
Niue,Year2007,0.00216
Pakistan,Year2007,175.49508
Papua New Guinea,Year2007,5.69109
Philippines,Year2007,94.15747
Samoa,Year2007,0.18796
Dominica,Year2007,0.07238
Singapore,Year2007,4.55301
Solomon Islands,Year2007,0.52107
Sri Lanka,Year2007,20.92632
Taiwan,Year2007,22.85887
Thailand,Year2007,65.71702
Timor-Leste (East Timor),Year2007,1.08617
Tonga,Year2007,0.11694
U.S. Pacific Islands,Year2007,0.24888
Vanuatu,Year2007,0.21234
Vietnam,Year2007,86.51885
Dominican Republic,Year2007,9.42623
Wake Island,Year2007,
World,Year2007,6623.57196
Ecuador,Year2007,14.13496
El Salvador,Year2007,5.98175
Falkland Islands (Islas Malvinas),Year2007,0.00297
French Guiana,Year2007,0.19131
Grenada,Year2007,0.10589
Guadeloupe,Year2007,0.44452
Greenland,Year2007,0.05753
Guatemala,Year2007,12.72811
Guyana,Year2007,0.76381
Haiti,Year2007,9.50049
Honduras,Year2007,7.51621
Jamaica,Year2007,2.78222
Martinique,Year2007,0.426
Montserrat,Year2007,0.00451
Netherlands Antilles,Year2007,0.22365
Nicaragua,Year2007,5.68021
Panama,Year2007,3.25833
Mexico,Year2007,108.70089
Paraguay,Year2007,6.113
Peru,Year2007,28.8093
Puerto Rico,Year2007,3.94124
Saint Kitts and Nevis,Year2007,0.04866
Saint Lucia,Year2007,0.15887
Saint Vincent/Grenadines,Year2007,0.10531
Suriname,Year2007,0.47078
Trinidad and Tobago,Year2007,1.23281
Turks and Caicos Islands,Year2007,0.02176
Uruguay,Year2007,3.46061
Saint Pierre and Miquelon,Year2007,0.0061
Venezuela,Year2007,26.02353
"Virgin Islands,  U.S.",Year2007,0.10982
"Virgin Islands, British",Year2007,0.02359
Europe,Year2007,599.16377
Albania,Year2007,2.99158
Austria,Year2007,8.19978
Belgium,Year2007,10.39223
Bosnia and Herzegovina,Year2007,4.5522
Bulgaria,Year2007,7.32286
Croatia,Year2007,4.49331
United States,Year2007,301.5799
Cyprus,Year2007,1.04891
Czech Republic,Year2007,10.22874
Denmark,Year2007,5.46812
Faroe Islands,Year2007,0.04849
Finland,Year2007,5.23846
Former Czechoslovakia,Year2007,--
Former Serbia and Montenegro,Year2007,--
Former Yugoslavia,Year2007,--
France,Year2007,62.22577
Germany,Year2007,82.401
Central & South America,Year2007,462.89157
"Germany, East",Year2007,--
"Germany, West",Year2007,--
Gibraltar,Year2007,0.02861
Greece,Year2007,10.70629
Hungary,Year2007,10.03423
Iceland,Year2007,0.30193
Ireland,Year2007,4.41998
Italy,Year2007,58.17808
Luxembourg,Year2007,0.48022
Macedonia,Year2007,2.05592
Antarctica,Year2007,
Malta,Year2007,0.40188
Montenegro,Year2007,0.68474
Netherlands,Year2007,16.57061
Norway,Year2007,4.62793
Poland,Year2007,38.51824
Portugal,Year2007,10.64284
Romania,Year2007,22.10615
Serbia,Year2007,9.23257
Slovakia,Year2007,5.4475
Slovenia,Year2007,2.00925
Antigua and Barbuda,Year2007,0.08343
Spain,Year2007,45.21164
Sweden,Year2007,9.03109
Switzerland,Year2007,7.58892
Turkey,Year2007,74.76784
United Kingdom,Year2007,61.50589
Eurasia,Year2007,284.11939
Armenia,Year2007,2.97165
Azerbaijan,Year2007,8.12025
Belarus,Year2007,9.72472
Estonia,Year2007,1.31591
North America,Year2008,447.67394
Bermuda,Year2008,0.06739
Argentina,Year2008,40.482
Former U.S.S.R.,Year2008,--
Georgia,Year2008,4.63084
Kazakhstan,Year2008,15.34053
Kyrgyzstan,Year2008,5.35687
Latvia,Year2008,2.24542
Lithuania,Year2008,3.56521
Moldova,Year2008,4.32445
Russia,Year2008,140.70209
Tajikistan,Year2008,7.21188
Turkmenistan,Year2008,4.82933
Aruba,Year2008,0.10154
Ukraine,Year2008,45.99429
Uzbekistan,Year2008,27.34503
Middle East,Year2008,204.5201
Bahrain,Year2008,0.71917
Iran,Year2008,75.02536
Iraq,Year2008,28.22144
Israel,Year2008,7.11236
Jordan,Year2008,6.13263
Kuwait,Year2008,2.59806
Lebanon,Year2008,4.03802
"Bahamas, The",Year2008,0.30473
Oman,Year2008,2.85388
Palestine,Year2008,3.90788
Qatar,Year2008,0.82479
Saudi Arabia,Year2008,24.91741
Syria,Year2008,21.32486
United Arab Emirates,Year2008,4.6214
Yemen,Year2008,22.22285
Africa,Year2008,969.97221
Algeria,Year2008,33.76967
Angola,Year2008,12.53136
Barbados,Year2008,0.2835
Benin,Year2008,8.53255
Botswana,Year2008,1.95205
Burkina Faso,Year2008,15.26474
Burundi,Year2008,9.13931
Cameroon,Year2008,18.46769
Cape Verde,Year2008,0.49362
Central African Republic,Year2008,4.64132
Chad,Year2008,10.11134
Comoros,Year2008,0.73178
Congo (Brazzaville),Year2008,3.90501
Belize,Year2008,0.30127
Congo (Kinshasa),Year2008,66.51451
Cote dIvoire (IvoryCoast),Year2008,20.1796
Djibouti,Year2008,0.7092
Egypt,Year2008,77.26669
Equatorial Guinea,Year2008,0.61646
Eritrea,Year2008,5.50203
Ethiopia,Year2008,82.54484
Gabon,Year2008,1.48583
"Gambia, The",Year2008,1.73208
Ghana,Year2008,23.43457
Bolivia,Year2008,9.60126
Guinea,Year2008,9.80651
Guinea-Bissau,Year2008,1.50318
Kenya,Year2008,37.95384
Lesotho,Year2008,1.91547
Liberia,Year2008,3.44037
Libya,Year2008,6.18704
Madagascar,Year2008,20.04255
Malawi,Year2008,14.62368
Mali,Year2008,13.10081
Mauritania,Year2008,3.05493
Brazil,Year2008,196.34259
Mauritius,Year2008,1.27419
Morocco,Year2008,30.94046
Mozambique,Year2008,21.2847
Namibia,Year2008,2.08867
Niger,Year2008,14.75208
Nigeria,Year2008,146.25531
Reunion,Year2008,0.76615
Rwanda,Year2008,10.44077
Saint Helena,Year2008,0.0076
Sao Tome and Principe,Year2008,0.16842
Cayman Islands,Year2008,0.04786
Senegal,Year2008,11.69834
Seychelles,Year2008,0.0866
Sierra Leone,Year2008,5.023
Somalia,Year2008,9.55867
South Africa,Year2008,48.78276
Sudan,Year2008,41.68078
Swaziland,Year2008,1.3191
Tanzania,Year2008,40.21316
Togo,Year2008,6.22035
Tunisia,Year2008,10.38358
Chile,Year2008,16.45414
Uganda,Year2008,31.36797
Western Sahara,Year2008,0.46063
Zambia,Year2008,12.69423
Zimbabwe,Year2008,11.35011
Asia & Oceania,Year2008,3724.32335
Afghanistan,Year2008,27.65889
American Samoa,Year2008,0.06483
Australia,Year2008,21.00731
Bangladesh,Year2008,151.28999
Bhutan,Year2008,0.68232
Colombia,Year2008,43.14111
Brunei,Year2008,0.38137
Burma (Myanmar),Year2008,52.22815
Cambodia,Year2008,13.95701
China,Year2008,1317.06568
Cook Islands,Year2008,0.01227
Fiji,Year2008,0.86054
French Polynesia,Year2008,0.28302
Guam,Year2008,0.17599
Hawaiian Trade Zone,Year2008,--
Hong Kong,Year2008,7.01864
Canada,Year2008,33.2127
Costa Rica,Year2008,4.39324
India,Year2008,1140.56621
Indonesia,Year2008,237.51236
Japan,Year2008,127.28842
Kiribati,Year2008,0.09686
"Korea, North",Year2008,22.56535
"Korea, South",Year2008,48.37939
Laos,Year2008,6.14518
Macau,Year2008,0.54567
Malaysia,Year2008,27.35776
Maldives,Year2008,0.38593
Cuba,Year2008,11.42395
Mongolia,Year2008,2.99608
Nauru,Year2008,0.00916
Nepal,Year2008,28.19696
New Caledonia,Year2008,0.24445
New Zealand,Year2008,4.1713
Niue,Year2008,0.00216
Pakistan,Year2008,178.47939
Papua New Guinea,Year2008,5.81623
Philippines,Year2008,96.06168
Samoa,Year2008,0.1895
Dominica,Year2008,0.07251
Singapore,Year2008,4.60817
Solomon Islands,Year2008,0.53378
Sri Lanka,Year2008,21.12877
Taiwan,Year2008,22.92095
Thailand,Year2008,66.18726
Timor-Leste (East Timor),Year2008,1.10878
Tonga,Year2008,0.11901
U.S. Pacific Islands,Year2008,0.24678
Vanuatu,Year2008,0.21545
Vietnam,Year2008,87.55836
Dominican Republic,Year2008,9.55818
Wake Island,Year2008,
World,Year2008,6700.76588
Ecuador,Year2008,14.35447
El Salvador,Year2008,6.00645
Falkland Islands (Islas Malvinas),Year2008,0.00314
French Guiana,Year2008,0.19131
Grenada,Year2008,0.10656
Guadeloupe,Year2008,0.44452
Greenland,Year2008,0.05756
Guatemala,Year2008,13.00221
Guyana,Year2008,0.75806
Haiti,Year2008,9.63908
Honduras,Year2008,7.67585
Jamaica,Year2008,2.80433
Martinique,Year2008,0.426
Montserrat,Year2008,0.00508
Netherlands Antilles,Year2008,0.22537
Nicaragua,Year2008,5.78585
Panama,Year2008,3.30968
Mexico,Year2008,109.9554
Paraguay,Year2008,6.2032
Peru,Year2008,29.1809
Puerto Rico,Year2008,3.95455
Saint Kitts and Nevis,Year2008,0.04906
Saint Lucia,Year2008,0.15959
Saint Vincent/Grenadines,Year2008,0.10494
Suriname,Year2008,0.476
Trinidad and Tobago,Year2008,1.23132
Turks and Caicos Islands,Year2008,0.02235
Uruguay,Year2008,3.47778
Saint Pierre and Miquelon,Year2008,0.00605
Venezuela,Year2008,26.41482
"Virgin Islands,  U.S.",Year2008,0.10983
"Virgin Islands, British",Year2008,0.02404
Europe,Year2008,601.85194
Albania,Year2008,2.98412
Austria,Year2008,8.20553
Belgium,Year2008,10.40395
Bosnia and Herzegovina,Year2008,4.59031
Bulgaria,Year2008,7.26268
Croatia,Year2008,4.49154
United States,Year2008,304.37485
Cyprus,Year2008,1.06682
Czech Republic,Year2008,10.22091
Denmark,Year2008,5.48472
Faroe Islands,Year2008,0.04867
Finland,Year2008,5.24475
Former Czechoslovakia,Year2008,--
Former Serbia and Montenegro,Year2008,--
Former Yugoslavia,Year2008,--
France,Year2008,62.61158
Germany,Year2008,82.36955
Central & South America,Year2008,468.73872
"Germany, East",Year2008,--
"Germany, West",Year2008,--
Gibraltar,Year2008,0.02871
Greece,Year2008,10.72282
Hungary,Year2008,10.02048
Iceland,Year2008,0.30437
Ireland,Year2008,4.51771
Italy,Year2008,58.17607
Luxembourg,Year2008,0.48601
Macedonia,Year2008,2.06132
Antarctica,Year2008,
Malta,Year2008,0.40353
Montenegro,Year2008,0.67818
Netherlands,Year2008,16.64531
Norway,Year2008,4.64446
Poland,Year2008,38.5007
Portugal,Year2008,10.67691
Romania,Year2008,22.06081
Serbia,Year2008,9.20887
Slovakia,Year2008,5.45541
Slovenia,Year2008,2.00771
Antigua and Barbuda,Year2008,0.08452
Spain,Year2008,45.91037
Sweden,Year2008,9.04539
Switzerland,Year2008,7.61604
Turkey,Year2008,75.79384
United Kingdom,Year2008,61.90184
Eurasia,Year2008,283.68562
Armenia,Year2008,2.96859
Azerbaijan,Year2008,8.17772
Belarus,Year2008,9.68577
Estonia,Year2008,1.3076
North America,Year2009,451.83698
Bermuda,Year2009,0.06784
Argentina,Year2009,40.91358
Former U.S.S.R.,Year2009,--
Georgia,Year2009,4.61581
Kazakhstan,Year2009,15.39944
Kyrgyzstan,Year2009,5.43175
Latvia,Year2009,2.2315
Lithuania,Year2009,3.55518
Moldova,Year2009,4.32075
Russia,Year2009,140.04125
Tajikistan,Year2009,7.34915
Turkmenistan,Year2009,4.88489
Aruba,Year2009,0.10307
Ukraine,Year2009,45.7004
Uzbekistan,Year2009,27.60601
Middle East,Year2009,208.44134
Bahrain,Year2009,0.72871
Iran,Year2009,75.96761
Iraq,Year2009,28.94557
Israel,Year2009,7.2337
Jordan,Year2009,6.26929
Kuwait,Year2009,2.69253
Lebanon,Year2009,4.09932
"Bahamas, The",Year2009,0.30755
Oman,Year2009,2.90963
Palestine,Year2009,4.01313
Qatar,Year2009,0.83329
Saudi Arabia,Year2009,25.32887
Syria,Year2009,21.76298
United Arab Emirates,Year2009,4.79849
Yemen,Year2009,22.85824
Africa,Year2009,992.58225
Algeria,Year2009,34.17819
Angola,Year2009,12.79929
Barbados,Year2009,0.28459
Benin,Year2009,8.79183
Botswana,Year2009,1.99088
Burkina Faso,Year2009,15.74623
Burundi,Year2009,9.51133
Cameroon,Year2009,18.8793
Cape Verde,Year2009,0.50118
Central African Republic,Year2009,4.74192
Chad,Year2009,10.32921
Comoros,Year2009,0.75244
Congo (Brazzaville),Year2009,4.01281
Belize,Year2009,0.3079
Congo (Kinshasa),Year2009,68.69254
Cote dIvoire (IvoryCoast),Year2009,20.61707
Djibouti,Year2009,0.72462
Egypt,Year2009,78.86664
Equatorial Guinea,Year2009,0.63344
Eritrea,Year2009,5.64717
Ethiopia,Year2009,85.23734
Gabon,Year2009,1.51499
"Gambia, The",Year2009,1.77808
Ghana,Year2009,23.88781
Bolivia,Year2009,9.77525
Guinea,Year2009,10.05798
Guinea-Bissau,Year2009,1.53396
Kenya,Year2009,39.00277
Lesotho,Year2009,1.91613
Liberia,Year2009,3.58339
Libya,Year2009,6.32436
Madagascar,Year2009,20.65356
Malawi,Year2009,15.02876
Mali,Year2009,13.44323
Mauritania,Year2009,3.12949
Brazil,Year2009,198.73927
Mauritius,Year2009,1.28426
Morocco,Year2009,31.28517
Mozambique,Year2009,21.66928
Namibia,Year2009,2.10866
Niger,Year2009,15.30625
Nigeria,Year2009,149.22909
Reunion,Year2009,0.76615
Rwanda,Year2009,10.74631
Saint Helena,Year2009,0.00764
Sao Tome and Principe,Year2009,0.1721
Cayman Islands,Year2009,0.04904
Senegal,Year2009,12.00807
Seychelles,Year2009,0.08748
Sierra Leone,Year2009,5.13214
Somalia,Year2009,9.83202
South Africa,Year2009,49.05249
Sudan,Year2009,42.81128
Swaziland,Year2009,1.33719
Tanzania,Year2009,41.04853
Togo,Year2009,6.40501
Tunisia,Year2009,10.48634
Chile,Year2009,16.60171
Uganda,Year2009,32.36956
Western Sahara,Year2009,0.47601
Zambia,Year2009,13.06068
Zimbabwe,Year2009,11.39263
Asia & Oceania,Year2009,3762.16099
Afghanistan,Year2009,28.39572
American Samoa,Year2009,0.06563
Australia,Year2009,21.26264
Bangladesh,Year2009,153.70033
Bhutan,Year2009,0.69114
Colombia,Year2009,43.67737
Brunei,Year2009,0.38819
Burma (Myanmar),Year2009,52.82612
Cambodia,Year2009,14.20623
China,Year2009,1323.59158
Cook Islands,Year2009,0.01187
Fiji,Year2009,0.8685
French Polynesia,Year2009,0.28703
Guam,Year2009,0.17843
Hawaiian Trade Zone,Year2009,--
Hong Kong,Year2009,7.05507
Canada,Year2009,33.48721
Costa Rica,Year2009,4.45505
India,Year2009,1156.89777
Indonesia,Year2009,240.27152
Japan,Year2009,127.07868
Kiribati,Year2009,0.09819
"Korea, North",Year2009,22.66535
"Korea, South",Year2009,48.50897
Laos,Year2009,6.25687
Macau,Year2009,0.55985
Malaysia,Year2009,27.81787
Maldives,Year2009,0.39633
Cuba,Year2009,11.45165
Mongolia,Year2009,3.04114
Nauru,Year2009,0.00921
Nepal,Year2009,28.56338
New Caledonia,Year2009,0.24841
New Zealand,Year2009,4.21126
Niue,Year2009,0.00216
Pakistan,Year2009,181.45728
Papua New Guinea,Year2009,5.94078
Philippines,Year2009,97.9766
Samoa,Year2009,0.1909
Dominica,Year2009,0.07266
Singapore,Year2009,4.65754
Solomon Islands,Year2009,0.54649
Sri Lanka,Year2009,21.32479
Taiwan,Year2009,22.97435
Thailand,Year2009,66.64481
Timor-Leste (East Timor),Year2009,1.13161
Tonga,Year2009,0.1209
U.S. Pacific Islands,Year2009,0.24424
Vanuatu,Year2009,0.21852
Vietnam,Year2009,88.57676
Dominican Republic,Year2009,9.69079
Wake Island,Year2009,
World,Year2009,6776.91747
Ecuador,Year2009,14.5731
El Salvador,Year2009,6.0306
Falkland Islands (Islas Malvinas),Year2009,0.00314
French Guiana,Year2009,0.19131
Grenada,Year2009,0.1072
Guadeloupe,Year2009,0.44452
Greenland,Year2009,0.0576
Guatemala,Year2009,13.27652
Guyana,Year2009,0.75294
Haiti,Year2009,9.77797
Honduras,Year2009,7.8337
Jamaica,Year2009,2.82593
Martinique,Year2009,0.426
Montserrat,Year2009,0.0051
Netherlands Antilles,Year2009,0.22705
Nicaragua,Year2009,5.8912
Panama,Year2009,3.36047
Mexico,Year2009,111.21179
Paraguay,Year2009,6.29088
Peru,Year2009,29.54696
Puerto Rico,Year2009,3.96729
Saint Kitts and Nevis,Year2009,0.04948
Saint Lucia,Year2009,0.16027
Saint Vincent/Grenadines,Year2009,0.10457
Suriname,Year2009,0.48127
Trinidad and Tobago,Year2009,1.22995
Turks and Caicos Islands,Year2009,0.02294
Uruguay,Year2009,3.49438
Saint Pierre and Miquelon,Year2009,0.006
Venezuela,Year2009,26.81484
"Virgin Islands,  U.S.",Year2009,0.10981
"Virgin Islands, British",Year2009,0.02449
Europe,Year2009,604.06725
Albania,Year2009,2.98254
Austria,Year2009,8.21028
Belgium,Year2009,10.41434
Bosnia and Herzegovina,Year2009,4.61341
Bulgaria,Year2009,7.20469
Croatia,Year2009,4.48941
United States,Year2009,307.00655
Cyprus,Year2009,1.08475
Czech Republic,Year2009,10.2119
Denmark,Year2009,5.50051
Faroe Islands,Year2009,0.04886
Finland,Year2009,5.25028
Former Czechoslovakia,Year2009,--
Former Serbia and Montenegro,Year2009,--
Former Yugoslavia,Year2009,--
France,Year2009,62.98296
Germany,Year2009,82.32976
Central & South America,Year2009,474.53897
"Germany, East",Year2009,--
"Germany, West",Year2009,--
Gibraltar,Year2009,0.0288
Greece,Year2009,10.73743
Hungary,Year2009,10.00717
Iceland,Year2009,0.30669
Ireland,Year2009,4.58
Italy,Year2009,58.15733
Luxembourg,Year2009,0.49178
Macedonia,Year2009,2.06672
Antarctica,Year2009,
Malta,Year2009,0.40517
Montenegro,Year2009,0.67218
Netherlands,Year2009,16.716
Norway,Year2009,4.66054
Poland,Year2009,38.48292
Portugal,Year2009,10.70792
Romania,Year2009,22.01182
Serbia,Year2009,9.18418
Slovakia,Year2009,5.46305
Slovenia,Year2009,2.00569
Antigua and Barbuda,Year2009,0.08563
Spain,Year2009,46.29524
Sweden,Year2009,9.05965
Switzerland,Year2009,7.63923
Turkey,Year2009,76.80552
United Kingdom,Year2009,62.25857
Eurasia,Year2009,283.28968
Armenia,Year2009,2.967
Azerbaijan,Year2009,8.23867
Belarus,Year2009,9.64853
Estonia,Year2009,1.29937
North America,Year2010,456.59331
Bermuda,Year2010,0.06827
Argentina,Year2010,41.3432
Former U.S.S.R.,Year2010,--
Georgia,Year2010,4.60083
Kazakhstan,Year2010,15.46048
Kyrgyzstan,Year2010,5.50863
Latvia,Year2010,2.21797
Lithuania,Year2010,3.54532
Moldova,Year2010,4.31748
Russia,Year2010,139.39021
Tajikistan,Year2010,7.48749
Turkmenistan,Year2010,4.94092
Aruba,Year2010,0.10459
Ukraine,Year2010,45.4156
Uzbekistan,Year2010,27.86574
Middle East,Year2010,212.33692
Bahrain,Year2010,0.738
Iran,Year2010,76.9233
Iraq,Year2010,29.67161
Israel,Year2010,7.35399
Jordan,Year2010,6.40709
Kuwait,Year2010,2.78913
Lebanon,Year2010,4.12525
"Bahamas, The",Year2010,0.31043
Oman,Year2010,2.96772
Palestine,Year2010,4.11908
Qatar,Year2010,0.84093
Saudi Arabia,Year2010,25.73178
Syria,Year2010,22.19811
United Arab Emirates,Year2010,4.97559
Yemen,Year2010,23.49536
Africa,Year2010,1015.47842
Algeria,Year2010,34.58618
Angola,Year2010,13.06816
Barbados,Year2010,0.28565
Benin,Year2010,9.05601
Botswana,Year2010,2.02931
Burkina Faso,Year2010,16.24181
Burundi,Year2010,9.86312
Cameroon,Year2010,19.29415
Cape Verde,Year2010,0.50866
Central African Republic,Year2010,4.84493
Chad,Year2010,10.54346
Comoros,Year2010,0.77341
Congo (Brazzaville),Year2010,4.12592
Belize,Year2010,0.31452
Congo (Kinshasa),Year2010,70.91644
Cote dIvoire (IvoryCoast),Year2010,21.0588
Djibouti,Year2010,0.74053
Egypt,Year2010,80.47187
Equatorial Guinea,Year2010,0.6507
Eritrea,Year2010,5.79298
Ethiopia,Year2010,88.01349
Gabon,Year2010,1.54526
"Gambia, The",Year2010,1.82416
Ghana,Year2010,24.33984
Bolivia,Year2010,9.94742
Guinea,Year2010,10.32403
Guinea-Bissau,Year2010,1.56513
Kenya,Year2010,40.04657
Lesotho,Year2010,1.91955
Liberia,Year2010,3.68508
Libya,Year2010,6.46145
Madagascar,Year2010,21.28184
Malawi,Year2010,15.4475
Mali,Year2010,13.79635
Mauritania,Year2010,3.20506
Brazil,Year2010,201.10333
Mauritius,Year2010,1.2941
Morocco,Year2010,31.62743
Mozambique,Year2010,22.06145
Namibia,Year2010,2.12847
Niger,Year2010,15.87827
Nigeria,Year2010,152.21734
Reunion,Year2010,0.76615
Rwanda,Year2010,11.05598
Saint Helena,Year2010,0.00767
Sao Tome and Principe,Year2010,0.17581
Cayman Islands,Year2010,0.05021
Senegal,Year2010,12.32325
Seychelles,Year2010,0.08834
Sierra Leone,Year2010,5.2457
Somalia,Year2010,10.11245
South Africa,Year2010,49.10911
Sudan,Year2010,43.9396
Swaziland,Year2010,1.35405
Tanzania,Year2010,41.8929
Togo,Year2010,6.58724
Tunisia,Year2010,10.58903
Chile,Year2010,16.74649
Uganda,Year2010,33.39868
Western Sahara,Year2010,0.49152
Zambia,Year2010,13.46031
Zimbabwe,Year2010,11.65186
Asia & Oceania,Year2010,3799.67028
Afghanistan,Year2010,29.12129
American Samoa,Year2010,0.06643
